u,v,usage,pop_affected,pop_lost,score
4832109862,4832109869,4516,0,0,
10100306609,10100306612,4515,0,0,
1435417594,1435417595,4514,0,0,
3805731622,11977591450,4514,0,0,
1425480730,6475344109,4513,0,0,
6329937132,6329937138,4512,0,0,
1426200941,1426200955,4511,0,0,
1429078117,4836750308,4511,0,0,
1830611265,3076669302,4511,0,0,
1429417992,1429418022,4509,0,0,
1427203569,4840907038,4509,0,0,
3422911382,6241095538,4507,0,0,
1432932899,1432932904,4505,0,0,
9179186152,10097951886,4505,0,0,
1431220032,1431220126,4504,0,0,
1425255103,6475143407,4504,0,0,
1428390908,5526610534,4502,0,0,
1425255163,1425255175,4501,0,0,
1424352674,6329862793,4500,0,0,
1442835733,4849067531,4499,0,0,
6876986817,9816340845,4498,0,0,
1435417673,1435417674,4498,0,0,
7053641497,11853269132,4497,0,0,
1429417916,1429417926,4496,0,0,
4820008657,4820008658,4495,0,0,
4833812945,4833812953,4494,0,0,
1428280356,1428280357,4493,0,0,
1428411872,9929459140,4491,0,0,
1428088462,1428088481,4490,0,0,
1429261451,1429261503,4489,0,0,
1429380307,1429380312,4489,0,0,
6243198179,10091237585,4489,0,0,
1425545411,1425545474,4487,0,0,
10081179829,10088600542,4485,0,0,
4509080498,4509080500,4484,0,0,
426748418,10088651543,4484,0,0,
7070849855,7070849876,4482,0,0,
1424480394,10069886793,4481,0,0,
1429337997,1429338033,4479,0,0,
1429261438,1429261486,4478,0,0,
3103290149,6324666417,4477,0,0,
5998535503,5998535514,4476,0,0,
10091608851,10091857705,4476,0,0,
1425319978,4845483512,4475,0,0,
9644972005,10097167123,4475,0,0,
1431219149,1431219303,4474,0,0,
4820008487,10096755567,4473,0,0,
8617432032,8617432040,4473,0,0,
1428088101,1428088114,4471,0,0,
1425319333,1425319346,4470,0,0,
1424350826,10092093217,4469,0,0,
6324533181,10092007961,4468,0,0,
6324672126,10081734632,4467,0,0,
5379910657,9681632505,4466,0,0,
1429261831,6329961129,4466,0,0,
4822511472,10081147874,4466,0,0,
1431105299,11145465068,4465,0,0,
10091354979,10091354998,4464,0,0,
3945498290,4843467104,4463,0,0,
10137549001,10137549003,4462,0,0,
3942900289,3943344752,4461,0,0,
1430553047,11702991911,4460,0,0,
11873279451,11873284171,4459,0,0,
1425319415,1425319441,4457,0,0,
1425544764,1425544768,4457,0,0,
6876756891,9179168425,4457,0,0,
1429260355,9771224813,4455,0,0,
3896712241,4849306715,4453,0,0,
1427203577,1427203602,4452,0,0,
1426200776,11715812426,4452,0,0,
1425385849,6241302305,4451,0,0,
9054502175,10093857982,4451,0,0,
4848783487,4848783497,4450,0,0,
3826575990,11071031943,4449,0,0,
1432933013,1432933019,4447,0,0,
1429380321,1429380396,4445,0,0,
1426239456,1426239501,4443,0,0,
9158115517,9158115523,4441,0,0,
1432271906,9605727549,4440,0,0,
1425481465,12096714136,4439,0,0,
11068148626,11068148627,4439,0,0,
1429262208,1429262245,4438,0,0,
5526610547,11846577629,4438,0,0,
1442627339,6024343256,4437,0,0,
6968080125,6968080127,4436,0,0,
10089396691,10089396695,4436,0,0,
6975644055,9720048769,4432,0,0,
1432932899,1432932907,4431,0,0,
1431220878,11853671748,4430,0,0,
1426202676,1426202697,4426,0,0,
1428312075,1428312084,4425,0,0,
7071382036,7997019097,4425,0,0,
3742413889,3965931182,4424,0,0,
10088302469,10088600547,4424,0,0,
1431135634,6241309728,4423,0,0,
4846863439,11703931927,4421,0,0,
1429026924,1429026979,4420,0,0,
4926524885,4926524887,4420,0,0,
1428254590,1428254752,4419,0,0,
10094809197,10094809199,4419,0,0,
3943344720,3943344725,4417,0,0,
10089532440,10089532444,4417,0,0,
6330142578,7997018772,4416,0,0,
1431336138,1431336602,4416,0,0,
3900354542,3900354544,4414,0,0,
1429337597,1429337749,4412,0,0,
4926503795,11046366090,4412,0,0,
6329947758,10098110165,4412,0,0,
7394387934,9054502414,4412,0,0,
1429380301,1429380311,4411,0,0,
7053529196,7053529197,4411,0,0,
3743784464,7085415759,4411,0,0,
10081160639,10081160641,4407,0,0,
1425481105,1425481106,4405,0,0,
6073700517,6073700519,4405,0,0,
10091873016,10091880417,4404,0,0,
1428392574,11703626366,4404,0,0,
3436457256,10091746509,4404,0,0,
4820008655,4820008657,4404,0,0,
3942941212,10081596982,4403,0,0,
1428392225,12095191999,4402,0,0,
4843260505,7082103461,4402,0,0,
1428312443,6473109264,4401,0,0,
1425319140,1425319141,4401,0,0,
1428152208,1428152212,4399,0,0,
6243198179,10578741827,4399,0,0,
4873254497,4873254498,4398,0,0,
4820008442,10096755567,4398,0,0,
4509114917,4509114919,4397,0,0,
3773363759,3773363763,4397,0,0,
6901603446,6901603448,4396,0,0,
4841483255,4841483278,4394,0,0,
11708135503,11708135506,4394,0,0,
1425320251,11843683110,4390,0,0,
9644961251,10097188658,4390,0,0,
1428390974,1428391012,4388,0,0,
4836623298,9729728913,4387,0,0,
9461932169,10079778841,4386,0,0,
1432144150,1432144213,4385,0,0,
1429337950,1877863763,4385,0,0,
1424353427,1424353438,4385,0,0,
10098003789,10098003793,4383,0,0,
1428088157,1428088184,4383,0,0,
1435417674,1435417675,4382,0,0,
6330159436,6330159441,4382,0,0,
1428104958,1428104982,4382,0,0,
4830826540,4830826541,4381,0,0,
1428152915,1428152942,4381,0,0,
1424351064,9461939607,4381,0,0,
1428104618,1428104644,4380,0,0,
11843080439,11843123822,4378,0,0,
1424618474,1424618478,4378,0,0,
9644972005,10097167125,4377,0,0,
9700316111,9700316113,4376,0,0,
6473296374,11726200159,4375,0,0,
4841602546,10091528160,4374,0,0,
1424619033,1424619041,4374,0,0,
1431039287,6241132109,4373,0,0,
1428104733,4832031076,4371,0,0,
1432932907,1432932917,4370,0,0,
4845328409,5998535503,4368,0,0,
1424619258,9709066272,4368,0,0,
10137548999,10137549001,4365,0,0,
1429418960,10266893881,4365,0,0,
4840999128,4840999157,4364,0,0,
6877051221,6877051228,4363,0,0,
1877863748,10292900404,4361,0,0,
3896079782,10088381782,4361,0,0,
1426200977,1426201015,4358,0,0,
1429261429,1429261466,4358,0,0,
1432933019,1432933057,4357,0,0,
6968080127,6968080130,4355,0,0,
3896588008,6332174689,4355,0,0,
10091608884,10091857705,4354,0,0,
1425255305,1425255313,4354,0,0,
5845977784,10088302469,4354,0,0,
1424619134,1424619143,4354,0,0,
1424619309,6324768512,4353,0,0,
6332174687,6866003378,4353,0,0,
5763147416,11700258331,4351,0,0,
1832759731,10092066300,4348,0,0,
9605439110,11372746546,4347,0,0,
6975411130,9169364617,4347,0,0,
10097472059,10097472062,4347,0,0,
6330028682,6877385388,4345,0,0,
1424479689,1424479701,4344,0,0,
4836614922,10098118197,4344,0,0,
1424352639,3842302012,4343,0,0,
9461924121,9461924123,4343,0,0,
4509080500,10097020391,4343,0,0,
1425255343,1425255346,4343,0,0,
1428411827,1428411846,4338,0,0,
4843259949,9452480054,4337,0,0,
4845010365,4845010379,4336,0,0,
1424618831,1424618848,4335,0,0,
4849541075,4849541077,4334,0,0,
1442627281,9700335059,4334,0,0,
11708135494,11708135503,4333,0,0,
4733184548,6330118099,4331,0,0,
1429380419,11707465876,4331,0,0,
3945498290,4843467094,4331,0,0,
1435289782,1435289799,4331,0,0,
3646423856,4855427682,4331,0,0,
1428213713,1428213731,4329,0,0,
4820008655,10096728679,4327,0,0,
9461925885,10091769809,4324,0,0,
1435330510,11883112865,4324,0,0,
10091354968,10091354979,4323,0,0,
3773363759,6023712226,4321,0,0,
9631940117,10127605285,4318,0,0,
1431335510,10096848898,4317,0,0,
3076669297,3869467370,4317,0,0,
4832705636,9454958840,4316,0,0,
6330021841,11400844034,4315,0,0,
1429380558,11847037716,4314,0,0,
10079716780,10079716781,4313,0,0,
1428088138,1428104805,4312,0,0,
1433031159,1433031173,4311,0,0,
1425480767,6330114529,4310,0,0,
1432957853,1432957859,4309,0,0,
7126219196,7394377307,4308,0,0,
1431334954,1431335008,4307,0,0,
1429418033,1429418041,4307,0,0,
10081425055,10081425068,4303,0,0,
1425700101,1425700119,4303,0,0,
4841483273,4841483278,4303,0,0,
6876756890,6876756891,4303,0,0,
1428104568,3896472388,4302,0,0,
7070849855,7070849856,4301,0,0,
1429261694,1429261799,4301,0,0,
1424618937,10099982215,4300,0,0,
1508734532,10581563261,4299,0,0,
10081596977,10081596982,4298,0,0,
1424479663,1424479686,4298,0,0,
1428412348,1428412355,4297,0,0,
6869020262,9169364617,4297,0,0,
3945304144,3945304147,4294,0,0,
9179169174,11840466618,4294,0,0,
4607927443,10088606238,4294,0,0,
1428431766,1428431798,4294,0,0,
1432932917,1432932934,4293,0,0,
3942900076,3942900105,4291,0,0,
1429337349,1429337413,4291,0,0,
4180784552,10091608904,4290,0,0,
1425255212,6324492173,4288,0,0,
4841292314,4841400637,4288,0,0,
11703828046,11703828056,4287,0,0,
6073700517,6073700518,4286,0,0,
5845977784,10088363000,4285,0,0,
4820008442,4820008473,4285,0,0,
9612524701,9612524702,4285,0,0,
9644972010,10097167125,4285,0,0,
1428426150,1428426159,4285,0,0,
1431334933,1431334953,4284,0,0,
7071455481,8223330457,4283,0,0,
1426240208,1426240229,4282,0,0,
1431220872,11853671748,4281,0,0,
1428152895,1428152924,4276,0,0,
1429078328,6324581588,4276,0,0,
1428390870,1428390909,4276,0,0,
1428390733,1428390757,4274,0,0,
1429417861,1429417871,4273,0,0,
1429027248,1429027400,4273,0,0,
1429261103,1429261132,4272,0,0,
4843260502,4843260505,4272,0,0,
6023795908,10088651543,4272,0,0,
6330142578,7086067150,4271,0,0,
4849494230,10079911285,4271,0,0,
10089396694,10089396695,4269,0,0,
1428391101,1428391146,4269,0,0,
4845698758,11840743541,4267,0,0,
10254991119,12754103127,4267,0,0,
4855297806,10096728679,4261,0,0,
1877863748,3943307803,4261,0,0,
4845165427,10097188658,4259,0,0,
11955442408,11955442409,4259,0,0,
1435398655,11876208627,4258,0,0,
7798392354,7798392356,4257,0,0,
1428392769,1428392810,4256,0,0,
11846443309,11846443310,4254,0,0,
4849541072,4849541075,4254,0,0,
6324647243,10137548999,4253,0,0,
1428119654,1428119662,4253,0,0,
11703719396,11703719406,4251,0,0,
7071382036,7997019109,4251,0,0,
6330024854,8093723045,4248,0,0,
1425319210,1425319232,4248,0,0,
7085482151,10127605285,4247,0,0,
10556409755,11708135494,4247,0,0,
566890264,10094575562,4246,0,0,
1424618978,1424618982,4246,0,0,
10097406456,10097406458,4245,0,0,
4848783497,4848997176,4245,0,0,
1435330561,9185237614,4243,0,0,
1428088092,1428088099,4243,0,0,
7081426579,11873301945,4241,0,0,
8093630514,8093630515,4241,0,0,
11846384730,11846384732,4241,0,0,
1428119544,1428119582,4239,0,0,
1428088272,6324524274,4238,0,0,
6877556828,10091808455,4238,0,0,
4873713780,9449443645,4238,0,0,
7081697622,10094992204,4237,0,0,
4834251962,4834251975,4237,0,0,
7126219214,7126219215,4237,0,0,
3838463183,5967199827,4236,0,0,
6324548003,6324548004,4236,0,0,
3945494407,3945505619,4235,0,0,
10094809196,10094809197,4235,0,0,
3942900278,3942900280,4234,0,0,
6876756887,6876756890,4233,0,0,
4172732021,4172732030,4233,0,0,
1429434270,1429434290,4231,0,0,
4841483272,4841483273,4231,0,0,
9179186152,11840869522,4230,0,0,
7394387934,9054502412,4229,0,0,
6324637695,11721759980,4228,0,0,
1429337997,1429338125,4226,0,0,
1425386215,1425386268,4225,0,0,
1424480394,4830728149,4224,0,0,
6869020260,6869020262,4222,0,0,
11846759867,11846876560,4221,0,0,
1432227953,1432227954,4221,0,0,
4845328415,6324683545,4220,0,0,
1429260982,1429260997,4219,0,0,
10081232165,10081232166,4219,0,0,
4845277613,9644974767,4217,0,0,
1432957837,1432957853,4217,0,0,
1877320423,10076337989,4217,0,0,
9605727549,9605727555,4217,0,0,
10081179829,10081179830,4216,0,0,
1433031146,1433031159,4215,0,0,
1425699985,1425699993,4215,0,0,
1424351007,6324533181,4211,0,0,
7085242961,7085242962,4211,0,0,
1429380312,10264231617,4210,0,0,
3900334035,10092093217,4209,0,0,
6330030492,10091237577,4206,0,0,
3842155527,10081107414,4206,0,0,
4854842689,4854842694,4205,0,0,
6329947778,10098118197,4204,0,0,
10097020391,10636155764,4204,0,0,
1431135634,1431135637,4204,0,0,
1428431910,1428431914,4201,0,0,
1431335162,7054116186,4200,0,0,
10097951898,10098003789,4199,0,0,
11876208627,11876213573,4199,0,0,
1428390711,11846638417,4198,0,0,
1429027967,1429027970,4197,0,0,
1428412088,1428412100,4196,0,0,
11836889655,11836923137,4196,0,0,
1424618465,1424618477,4195,0,0,
5998535708,10094511536,4194,0,0,
1428431934,1428431955,4194,0,0,
1428411735,1428411740,4194,0,0,
10171106699,10171106710,4193,0,0,
6330167268,11846723913,4193,0,0,
6023795908,10089659151,4193,0,0,
5526709273,11700258331,4192,0,0,
4925832050,10091749018,4190,0,0,
3772209387,9933013343,4189,0,0,
10094575562,10094575572,4188,0,0,
1435258437,10556409755,4186,0,0,
10091354968,10091421714,4186,0,0,
4855427679,4855427682,4185,0,0,
3826575990,6880494085,4183,0,0,
1425255101,1425255123,4183,0,0,
9644972010,9644972011,4183,0,0,
1424352654,1424352674,4182,0,0,
1429261870,6329961129,4179,0,0,
11708044033,11708090727,4179,0,0,
3815275031,3815275033,4178,0,0,
1430553426,1430553438,4177,0,0,
1429260600,1429260637,4177,0,0,
9449443645,12376025738,4176,0,0,
9927290655,10089199582,4175,0,0,
6241174334,6324522101,4171,0,0,
1425480636,1425480744,4170,0,0,
3076669297,3076669298,4168,0,0,
6024343211,10079916161,4167,0,0,
6243198170,10578741827,4165,0,0,
7070849856,7070849871,4165,0,0,
1431105380,1685895381,4163,0,0,
4845622079,10740538946,4163,0,0,
3895348525,3895348526,4161,0,0,
3945433407,11873284171,4160,0,0,
6473437648,6473437651,4160,0,0,
10081596977,10081615615,4160,0,0,
4843467094,4843467100,4159,0,0,
9454958840,9631960725,4159,0,0,
4845610444,9158095057,4158,0,0,
6330118099,9179208028,4157,0,0,
6546806749,6546806754,4156,0,0,
6474281799,11707538020,4156,0,0,
1425700471,1425700478,4155,0,0,
1428392574,1428392593,4152,0,0,
8093723043,8093723045,4151,0,0,
3945494407,3945505620,4151,0,0,
4836614910,10092066300,4149,0,0,
1424618777,1424618795,4148,0,0,
3943307803,9435530920,4148,0,0,
1425319349,10081597244,4148,0,0,
1424618628,1424618640,4147,0,0,
7053529201,10089305379,4145,0,0,
1426200749,1426200776,4144,0,0,
6876756887,6876756901,4143,0,0,
4841116279,9179209605,4143,0,0,
4833992017,6332162912,4142,0,0,
7087342211,10226893896,4141,0,0,
1427203569,4840907036,4141,0,0,
10091706853,11046366090,4140,0,0,
1429380311,1429380332,4139,0,0,
1428392043,1428392097,4137,0,0,
4172732023,4172732030,4136,0,0,
10076337989,10076337990,4135,0,0,
3815538323,3815538325,4132,0,0,
4820008426,4820008473,4130,0,0,
1426202697,1426202745,4129,0,0,
1426239327,1426239710,4129,0,0,
12372996165,12373013421,4127,0,0,
1431219100,1431219147,4126,0,0,
6332124311,10088948795,4126,0,0,
1428312112,1428312182,4123,0,0,
1431334953,1431334958,4122,0,0,
1424351064,10097579138,4122,0,0,
6324647243,6324647244,4121,0,0,
1425320154,1425320193,4121,0,0,
6475429964,11703790297,4119,0,0,
1432957832,1432957837,4117,0,0,
1429261503,1429261575,4117,0,0,
1428255085,1428255102,4115,0,0,
3942941176,10079911285,4115,0,0,
9054502411,9054502412,4115,0,0,
3439344642,3439344643,4114,0,0,
6324847443,6324847444,4112,0,0,
11401103456,11401103461,4111,0,0,
6877352958,10091254711,4111,0,0,
10079885009,10079916161,4110,0,0,
4841509889,4841509893,4109,0,0,
4847194783,4847194810,4107,0,0,
3942900104,3942900105,4107,0,0,
4845328409,6243119658,4107,0,0,
4845260160,10094575572,4106,0,0,
1425255095,1425255103,4105,0,0,
1427203602,1427203618,4103,0,0,
1832927635,6324768512,4103,0,0,
1442626568,9446958471,4103,0,0,
1424480219,10081446602,4103,0,0,
1429434784,10229689501,4102,0,0,
4841483271,4841483272,4102,0,0,
6475489077,6475489084,4102,0,0,
1431220866,1431220872,4102,0,0,
4830855724,11276609746,4101,0,0,
4873713776,12376025738,4101,0,0,
10081147874,10687414874,4100,0,0,
9443981712,11878756723,4100,0,0,
1429262245,1429262261,4099,0,0,
1431218961,1431218977,4098,0,0,
1425255190,1425255211,4097,0,0,
1428390672,1428390685,4097,0,0,
6877484419,6970843607,4097,0,0,
1435305477,1435305484,4096,0,0,
9612533121,9612533124,4096,0,0,
1431157157,12097023602,4096,0,0,
6877048726,11708090727,4095,0,0,
3439368483,10094913768,4092,0,0,
6024288835,6024288836,4091,0,0,
1425386314,11843123822,4090,0,0,
1431218860,5524165805,4090,0,0,
9644986340,10094809196,4089,0,0,
1429418033,1429418090,4088,0,0,
1442626390,1442626458,4088,0,0,
6868566313,10254668999,4088,0,0,
6869020258,6869020260,4086,0,0,
3436454114,4833930749,4084,0,0,
6024288870,6024288918,4083,0,0,
3896153997,3965903035,4082,0,0,
6245769057,6245769058,4082,0,0,
3987373887,11846376307,4081,0,0,
1985586688,13254396038,4081,0,0,
1435417675,1435417676,4080,0,0,
6243198170,10091239157,4079,0,0,
4841630303,10088588225,4079,0,0,
6330141776,10740538946,4077,0,0,
6023712256,10094496930,4075,0,0,
8093630514,8093723040,4074,0,0,
1428280214,1428280222,4073,0,0,
10070357838,10070357841,4073,0,0,
9158119273,10091929911,4073,0,0,
7058878434,9709055703,4071,0,0,
3436450315,11068148626,4071,0,0,
9644972011,9644972012,4070,0,0,
9726454228,10073226002,4068,0,0,
11876213573,11876219355,4068,0,0,
7997019109,7997019111,4068,0,0,
4841116276,4841116279,4066,0,0,
10089194931,10089194932,4066,0,0,
1428280341,1428280357,4063,0,0,
4845698758,11840743547,4063,0,0,
3776127173,12361262766,4062,0,0,
4836512528,4836512581,4062,0,0,
5998535701,10094511536,4061,0,0,
1428088101,1428088124,4060,0,0,
7085119624,10742959738,4059,0,0,
6332155442,6332155444,4058,0,0,
3772209387,3895378628,4058,0,0,
1424396007,1424396038,4058,0,0,
1428392142,1428392152,4057,0,0,
1424351284,1424351314,4056,0,0,
10089396683,10089396694,4055,0,0,
1426201626,1426201675,4055,0,0,
1426201121,1426201209,4054,0,0,
1428104838,1428104887,4053,0,0,
3909491958,6330058828,4052,0,0,
10079885009,10079885010,4052,0,0,
4843467098,4843467100,4051,0,0,
7085242962,9054502370,4050,0,0,
4836614895,6877749406,4050,0,0,
1425255173,1425255208,4049,0,0,
4830826541,9184721659,4048,0,0,
7126219213,7126219214,4047,0,0,
3742425190,10081615615,4046,0,0,
1425255402,1425255408,4046,0,0,
4845165427,4845165478,4044,0,0,
1425480445,1425480452,4043,0,0,
4849541072,4849541117,4043,0,0,
7051335279,7070968699,4038,0,0,
5998071504,10081226524,4037,0,0,
4855427676,4855427679,4037,0,0,
1431219413,10581563261,4036,0,0,
1425481603,6329999448,4034,0,0,
6329937131,6329937132,4033,0,0,
4172732023,4733184333,4033,0,0,
1428152534,1428152565,4032,0,0,
10081425053,10081425068,4031,0,0,
6870032748,7081836419,4031,0,0,
4841509893,10091558562,4031,0,0,
1425386119,1425386126,4030,0,0,
1425319426,1425319459,4028,0,0,
1431157403,9184728253,4027,0,0,
4822611784,4822611852,4026,0,0,
1429261799,1429261856,4026,0,0,
1428431713,1428431722,4025,0,0,
1435398824,13254396038,4025,0,0,
3945449701,6241294021,4025,0,0,
7070849869,7070849871,4022,0,0,
1425385967,1425385998,4022,0,0,
9158106250,9158106304,4021,0,0,
3895359591,3895359592,4021,0,0,
4832109845,4832109850,4019,0,0,
4830728149,9462037000,4018,0,0,
1428312075,12096490211,4017,0,0,
9720048769,9720048770,4017,0,0,
3076669302,3103287686,4016,0,0,
6866003378,6866003380,4014,0,0,
4873713776,9911263497,4013,0,0,
1425319127,1425319140,4012,0,0,
1425319948,11843671342,4011,0,0,
6024343082,10079885010,4010,0,0,
4836623298,5527039233,4009,0,0,
4848906596,9644982914,4009,0,0,
1428280348,4832613883,4008,0,0,
10097167209,10097472059,4008,0,0,
1429419216,1430553482,4007,0,0,
4846891046,4846891064,4007,0,0,
3896712239,3896712241,4006,0,0,
1424480247,1424480257,4006,0,0,
7394377297,7394377307,4004,0,0,
4509114917,10088396004,4004,0,0,
1424351664,4832229103,4004,0,0,
4832390080,6329862303,4003,0,0,
4607917819,4607927443,4002,0,0,
9158095027,9158095031,4002,0,0,
1428254459,9605439096,4000,0,0,
9179125034,10088588225,4000,0,0,
1425481419,10091722229,3998,0,0,
9158119270,10091929911,3997,0,0,
3942941176,10081037564,3997,0,0,
1429380396,1429380450,3994,0,0,
1428280385,10703216884,3993,0,0,
6324647244,11878333863,3992,0,0,
1429418448,11703719406,3990,0,0,
1429261466,1429261552,3989,0,0,
1428104905,1428104917,3988,0,0,
1426240185,1426240208,3987,0,0,
11955442408,11955442414,3987,0,0,
3842155527,3842155530,3986,0,0,
1428312443,6473109282,3986,0,0,
6243119657,6243119658,3985,0,0,
4854842694,11853767069,3985,0,0,
4836106595,10057808082,3984,0,0,
3909491784,6241294021,3983,0,0,
6330028682,10154629560,3982,0,0,
11865664283,11865664288,3982,0,0,
1429434376,1429434454,3982,0,0,
4841420720,4841425529,3982,0,0,
10070357841,10070357845,3981,0,0,
7071439020,10091368747,3981,0,0,
1428312068,1428312081,3980,0,0,
7086067150,9158035279,3980,0,0,
1428390696,11724276354,3979,0,0,
1431218985,1431219066,3979,0,0,
4849541051,4849541117,3978,0,0,
1428390908,6330021102,3978,0,0,
4926328457,4926328461,3978,0,0,
1425319567,1425319597,3977,0,0,
4843216739,4847156554,3975,0,0,
1429260910,1429260933,3975,0,0,
7798392356,7798392358,3975,0,0,
4836264139,4836563338,3974,0,0,
8223330457,8223330458,3974,0,0,
1424618605,1424618625,3972,0,0,
4855427676,9179102477,3970,0,0,
1425255335,1425255343,3970,0,0,
6024288909,8192499815,3969,0,0,
9927290655,10089210139,3968,0,0,
3869477276,10091239157,3968,0,0,
4843467087,4843467098,3966,0,0,
1428104717,1428104733,3966,0,0,
4841483271,6869071407,3964,0,0,
8093723040,10089305121,3964,0,0,
9179186163,11840869522,3963,0,0,
4755093737,10096768185,3962,0,0,
3076669298,3776107886,3962,0,0,
1435305484,1435305490,3962,0,0,
4832228213,4832228954,3961,0,0,
4833977399,4833977416,3961,0,0,
6241231256,10088765177,3960,0,0,
4836614910,10097463683,3960,0,0,
5379910323,9681632505,3960,0,0,
1430553024,4833812953,3959,0,0,
11876219355,11876255818,3959,0,0,
11726200159,11726320573,3957,0,0,
4845165425,4845165478,3956,0,0,
1442627314,11703904077,3956,0,0,
1429337028,10243999641,3956,0,0,
1424619134,6475079954,3955,0,0,
3895378628,3895378629,3952,0,0,
1435417676,1435417677,3952,0,0,
1432141682,1432141735,3952,0,0,
9700316103,9700316111,3951,0,0,
1428392225,1428392262,3951,0,0,
11840466617,11840466618,3951,0,0,
3649399043,9054502220,3950,0,0,
1428312254,11703828056,3950,0,0,
4845610251,10091421714,3949,0,0,
1432957826,1432957832,3948,0,0,
10081179830,10088617364,3946,0,0,
7053780071,12097023602,3944,0,0,
1429417903,1429417926,3943,0,0,
1429142098,9184784988,3942,0,0,
1431135637,1431135641,3942,0,0,
4841509884,10091558562,3942,0,0,
1431220645,1431220651,3942,0,0,
4172732019,4733184333,3942,0,0,
1428390727,1428390746,3941,0,0,
1424619316,1832927635,3941,0,0,
10091210916,10091222040,3941,0,0,
1429078237,1429078238,3940,0,0,
1431220866,11853783109,3938,0,0,
10081037564,10081037582,3936,0,0,
10079716781,10079749363,3936,0,0,
7085482151,7085482154,3936,0,0,
9179125030,9179125034,3933,0,0,
5845978318,10089305379,3932,0,0,
1424396346,1424396414,3930,0,0,
10089396675,10089396683,3929,0,0,
4843023787,10088707757,3929,0,0,
4834251975,4834251977,3928,0,0,
1429336988,5513120092,3927,0,0,
1425255333,1425255344,3925,0,0,
6544039201,9186834432,3923,0,0,
1431039287,6474611249,3921,0,0,
3945449673,6330058828,3921,0,0,
6880494085,9612612294,3920,0,0,
6868623645,9911263497,3920,0,0,
4821911418,4821911622,3920,0,0,
10096768185,10096768191,3920,0,0,
9612524701,10094661062,3919,0,0,
9631951199,11878756723,3918,0,0,
1424351007,6241102385,3917,0,0,
1428411846,1428411869,3917,0,0,
1429338111,6243256861,3916,0,0,
6324718673,10081808625,3915,0,0,
4847264578,4847264582,3914,0,0,
4841602543,4841602546,3913,0,0,
6241203000,9709080464,3913,0,0,
1428104996,1428105017,3913,0,0,
1430553314,11847006926,3912,0,0,
9605727550,9605727555,3912,0,0,
4833915073,4833915079,3912,0,0,
9186774399,9186774401,3911,0,0,
9158119263,9158119270,3910,0,0,
9435777279,10081863337,3909,0,0,
1424351097,1424351114,3909,0,0,
6329947777,6329947778,3907,0,0,
9644982911,9644982914,3907,0,0,
1442627339,11703904090,3907,0,0,
1428431747,1428431766,3906,0,0,
1435398658,11876255818,3906,0,0,
4926328461,6241088016,3906,0,0,
1432141682,1432812889,3904,0,0,
1425255124,12375006848,3904,0,0,
10081226524,10081226544,3904,0,0,
4836623431,10097951898,3903,0,0,
1432840601,1432840611,3902,0,0,
1428392135,1428392162,3902,0,0,
7126219213,7394377356,3900,0,0,
1424618809,1424618831,3899,0,0,
3230933525,6241174334,3898,0,0,
1424618621,1424618631,3897,0,0,
1428152194,1428152208,3897,0,0,
3942900280,3943344735,3896,0,0,
1428426093,3815275033,3894,0,0,
4841425528,4841425529,3893,0,0,
5526709273,7230865054,3893,0,0,
4855427672,9179102477,3892,0,0,
9644972004,9644972012,3892,0,0,
4832705642,9631960725,3890,0,0,
6869071407,6869071409,3889,0,0,
1428280127,1428280150,3889,0,0,
11873511636,11873520411,3887,0,0,
10089194932,10089194935,3887,0,0,
3945494408,3945505620,3887,0,0,
1428431891,1428431910,3886,0,0,
9612533121,9612533122,3885,0,0,
1429380332,1429380356,3885,0,0,
3649399035,4832494501,3885,0,0,
3896079782,3896079784,3884,0,0,
1428088287,6324524272,3883,0,0,
1429027970,12096444542,3882,0,0,
1432141691,1432812867,3881,0,0,
1424618661,1424618669,3881,0,0,
1432932923,1432932934,3881,0,0,
6880316066,6880316067,3881,0,0,
9158035305,10081496887,3880,0,0,
6901603446,6901603447,3879,0,0,
3898305387,4832449797,3879,0,0,
10076337990,10076337993,3878,0,0,
10264231616,10264231617,3877,0,0,
4830766379,4830766380,3875,0,0,
8093723052,9054502370,3875,0,0,
6241302305,10081276486,3874,0,0,
1431998407,7086201924,3872,0,0,
1428312105,1428312135,3871,0,0,
1428088355,1428088422,3870,0,0,
4733184495,11840466617,3870,0,0,
1435305490,6330050980,3868,0,0,
6475429964,11700522222,3868,0,0,
4509080581,10636155764,3868,0,0,
1425320196,11873530282,3867,0,0,
4832393925,4832393955,3867,0,0,
1431336602,1431336654,3867,0,0,
5998071609,10081037582,3867,0,0,
4841509882,4841509884,3867,0,0,
9054502404,9054502411,3866,0,0,
10091222040,10091237545,3864,0,0,
7997019111,7997019112,3863,0,0,
11878333863,11878333868,3863,0,0,
1429262191,11846759867,3863,0,0,
3103290152,7058878434,3862,0,0,
10079716789,10079749363,3859,0,0,
1428104714,9896844116,3859,0,0,
3421903229,10154629560,3859,0,0,
3869477276,10091239150,3859,0,0,
1428104644,1428104654,3858,0,0,
1429260355,11846329940,3858,0,0,
4849541051,4849541060,3857,0,0,
4847194783,10091519440,3857,0,0,
1424618514,1424618529,3856,0,0,
4845610441,4845610444,3854,0,0,
3945449672,3945449673,3854,0,0,
1425700022,6332124311,3853,0,0,
7996998381,9158035279,3852,0,0,
1428119412,1428119425,3852,0,0,
9179125030,10088542710,3850,0,0,
